"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
14.11,4.7,99,1,68.46,6.88,"Delta","ui","baja","success"
13.69,10.93,120,2,92.96,13.68,"Alpha","database","crítica","success"
9.61,9.57,106,2,79.77,6.01,"Beta","api","alta","success"
7,5.24,136,2,75.72,44.1,"Delta","api","baja","success"
5.27,11.69,128,3,56.64,10.37,"Gamma","api","media","success"
10.17,10.52,132,4,83.36,24.2,"Alpha","api","crítica","success"
14.73,12.37,134,2,82.66,18.31,"Gamma","ui","media","success"
11.04,4.98,116,0,89.24,4.1,"Alpha","auth","alta","success"
7.19,10.6,118,2,68.13,21.79,"Beta","auth","baja","success"
20.63,8.25,101,4,86.88,10.47,"Delta","auth","media","success"
14.81,3.22,111,1,60.53,13.92,"Alpha","ui","alta","success"
19.79,5.89,114,3,80.67,11.52,"Gamma","api","alta","success"
16.85,9.85,114,4,75.69,8.9,"Beta","ui","media","success"
9.55,9.92,122,2,97.24,23.02,"Gamma","ui","alta","success"
10.35,4.31,128,0,67.9,23.11,"Delta","ui","baja","failed"
6.24,8.03,114,3,100,8.45,"Alpha","api","baja","success"
14.96,3.34,116,1,86.77,6.79,"Delta","payments","crítica","success"
18.49,10.21,125,1,94.14,10.93,"Delta","auth","media","success"
8.32,9.23,97,0,70.23,10.79,"Delta","auth","media","success"
7.19,12.37,101,2,72.09,9.02,"Delta","api","alta","success"
15.53,7.35,99,2,74.01,16.57,"Beta","payments","media","success"
5.93,9.25,114,1,100,6.93,"Delta","api","baja","success"
19.69,6.28,118,1,71.81,7.58,"Alpha","database","alta","success"
14.29,5.54,121,3,49.76,3.08,"Gamma","api","baja","success"
5.14,10.45,113,6,72.31,23.49,"Alpha","payments","media","success"
13.42,10.31,134,4,66.12,23.27,"Alpha","payments","crítica","success"
12.42,8.83,101,2,98.21,15.23,"Gamma","ui","alta","success"
2.13,9.14,117,0,90.49,7.88,"Alpha","ui","baja","success"
11.83,8.79,107,1,77,8.41,"Gamma","ui","baja","success"
9.65,9.02,118,4,81.45,7.98,"Beta","database","alta","success"
8.45,8.47,131,0,47.75,15.54,"Gamma","database","crítica","success"
12.95,4.7,106,2,71.5,25.59,"Delta","ui","baja","success"
15.4,3,122,1,85.15,8.21,"Gamma","api","baja","success"
18.91,4.7,138,2,72.15,11.13,"Alpha","ui","alta","success"
1.47,11.12,120,0,86.39,8.38,"Alpha","database","media","success"
14.97,5.2,105,1,74.13,16.79,"Alpha","payments","baja","success"
8.19,9.5,128,0,78.64,14.59,"Delta","auth","alta","success"
16.63,10,96,1,58.22,5.94,"Alpha","ui","media","success"
13.38,8.46,113,4,67.15,16.21,"Gamma","ui","crítica","failed"
17.78,8.81,131,1,87.17,15.22,"Beta","auth","media","success"
6.07,9.63,130,1,88.54,2.64,"Delta","database","baja","success"
13.98,11.96,102,6,84.93,17.33,"Alpha","ui","crítica","failed"
13.18,8,108,2,74.05,11.21,"Delta","payments","baja","success"
16.19,7.23,102,5,87.06,17.42,"Beta","payments","media","success"
11.08,6.44,90,3,95.06,14.55,"Delta","api","alta","success"
16.58,10.35,140,2,75.67,6.42,"Delta","auth","alta","success"
10.22,8.26,126,2,79.49,21.52,"Beta","database","media","success"
10.28,10.72,136,5,70.51,14.17,"Gamma","database","crítica","success"
12.1,4.62,112,3,80.89,5.93,"Alpha","api","media","success"
7.72,6.86,89,0,68.39,7.44,"Beta","auth","crítica","success"
10.17,7.37,129,3,76.33,2.75,"Delta","ui","baja","success"
16.44,9.26,113,3,80.92,8.6,"Gamma","database","crítica","success"
18.61,9.64,119,2,61.59,5.38,"Gamma","database","media","success"
16.46,7.46,122,1,70.95,6.28,"Delta","ui","baja","failed"
10.3,8.57,119,3,100,20.99,"Delta","ui","media","success"
13.27,5.11,119,5,64.45,15.63,"Alpha","database","baja","success"
12.39,13.08,131,2,95.22,11.97,"Alpha","api","crítica","success"
6.96,7.35,106,3,73.41,9.92,"Beta","payments","media","success"
13.03,7.75,138,4,78.99,9.33,"Delta","ui","media","success"
8.7,7.12,106,0,59.04,14.32,"Beta","payments","media","success"
7.76,5.52,112,1,94.05,14.55,"Delta","database","media","success"
14.9,10.17,124,3,74.59,3.98,"Gamma","api","baja","failed"
9.17,3.46,115,3,98.7,35.37,"Delta","api","media","failed"
11.42,7.2,127,0,100,8.92,"Alpha","api","crítica","success"
8.11,8.31,136,0,76.46,21.85,"Alpha","api","crítica","success"
12.22,4.33,125,5,52.14,9.67,"Gamma","database","media","rolled_back"
13.97,10.67,114,0,90.5,6.16,"Beta","auth","alta","success"
14.01,6.79,140,0,92.85,11.2,"Delta","payments","media","success"
7.7,9.65,130,1,100,24.81,"Alpha","ui","baja","success"
17.03,3.46,130,0,100,7.44,"Gamma","api","baja","success"
17.97,7.3,122,1,85.56,17.12,"Beta","api","baja","rolled_back"
13.49,8.17,117,2,86.21,4.81,"Delta","auth","crítica","success"
12.63,4.62,115,1,100,13.06,"Delta","database","alta","success"
12.31,10.3,138,1,69.61,10.08,"Gamma","api","crítica","success"
13.03,8.68,122,4,83.18,12.46,"Beta","payments","alta","success"
13.51,7.76,117,2,70.56,5.23,"Gamma","auth","media","success"
12.55,8.45,119,1,82.92,7.95,"Alpha","database","alta","success"
14.62,7.87,135,0,52.98,11.36,"Delta","api","alta","success"
10.66,9.68,106,4,87.39,9.77,"Beta","auth","alta","success"
16.52,8.46,108,0,86.47,21.36,"Beta","ui","baja","success"
11.85,11.85,114,0,87.47,2.71,"Delta","ui","media","success"
4.98,6.96,125,3,100,27.19,"Delta","ui","alta","success"
11.6,10.19,110,5,87.18,15.78,"Beta","auth","baja","failed"
13.79,8.35,125,1,83.87,19.9,"Alpha","api","media","rolled_back"
16.92,13.4,123,1,87.15,24.46,"Delta","auth","baja","success"
12.24,8.07,101,1,82.88,22.01,"Gamma","database","media","failed"
4.24,8.32,127,3,91.03,17.14,"Delta","payments","media","success"
12.02,7.12,120,3,81.1,1.61,"Delta","ui","media","success"
7.2,2.78,126,0,77.92,8.05,"Delta","payments","baja","success"
8.1,3.07,104,0,86.62,3.49,"Gamma","payments","crítica","success"
7.9,7.66,117,0,53.8,18.03,"Alpha","auth","media","success"
8.8,8.23,126,1,70.64,6.23,"Delta","payments","baja","success"
16.55,6.27,116,3,86.08,13.1,"Delta","ui","alta","success"
8.67,9.54,119,0,99.1,13.66,"Gamma","database","media","success"
10.24,11.4,126,3,60.05,18.99,"Gamma","ui","baja","success"
12.74,12.28,115,4,92.72,16.32,"Beta","api","baja","rolled_back"
15.56,2.55,132,4,89.36,15.25,"Alpha","ui","media","success"
9.33,10.02,115,3,95.53,9.77,"Beta","ui","media","failed"
8.7,10.37,127,2,88.37,10.07,"Gamma","database","media","success"
9.93,9.73,137,2,63.69,17.45,"Gamma","database","media","success"
7.31,10.82,123,1,85.73,8.7,"Alpha","payments","crítica","failed"
15.68,7.63,111,3,77.6,5.69,"Delta","api","media","success"
3.27,7.28,102,2,74.32,42.43,"Beta","ui","alta","success"
9.89,10.55,111,4,68.29,9.23,"Delta","auth","alta","success"
6.24,6.31,130,1,89.81,16.6,"Beta","database","media","rolled_back"
4.17,10.23,120,1,76.51,7.5,"Alpha","database","media","success"
12.11,6,123,3,79.07,3.69,"Gamma","payments","baja","success"
18.15,6.53,138,1,62.4,11.61,"Alpha","database","alta","success"
18.54,6.25,122,4,74.03,9.34,"Beta","payments","crítica","success"
9.75,10.21,134,2,100,8.82,"Delta","api","media","success"
9.21,7.85,110,3,50.96,6.03,"Beta","database","crítica","success"
9.85,9.35,133,3,100,6.89,"Delta","auth","media","rolled_back"
14.84,13.94,127,0,70.05,5.69,"Delta","payments","media","rolled_back"
1.75,5.51,114,2,81.68,9.14,"Alpha","database","alta","success"
12.99,11.32,116,1,67.23,14.01,"Gamma","database","crítica","failed"
10.38,9.56,107,2,77.63,28.76,"Delta","api","media","success"
9.02,8.04,112,2,64.19,8.8,"Alpha","payments","alta","success"
3.98,5.05,130,2,68.76,7.18,"Beta","payments","baja","success"
11.18,15.11,103,4,54.4,8.15,"Alpha","auth","media","success"
5.4,3.85,130,1,99.74,18.33,"Gamma","database","baja","failed"
11.94,6.09,128,2,87.57,22.23,"Delta","payments","baja","success"
8.42,10.81,123,1,70.45,16.58,"Alpha","database","crítica","success"
12.19,4.12,124,2,75.04,8.89,"Beta","api","crítica","success"
13.84,9.1,132,1,86.59,5.45,"Beta","auth","media","success"
9.99,4.08,136,3,55.32,15.33,"Gamma","api","baja","success"
7.91,9.13,104,1,85.83,14.92,"Beta","ui","baja","success"
9.55,13.44,133,1,82.7,18.56,"Delta","api","baja","success"
9.33,8.5,125,2,91.28,3.43,"Alpha","database","media","success"
6.03,9.2,124,2,67.36,7.75,"Beta","ui","alta","success"
8.88,9.82,108,0,80.33,9.38,"Delta","auth","media","success"
11.23,6.01,126,1,85.56,3.79,"Beta","api","media","rolled_back"
11.12,5.6,100,2,92.15,9.27,"Gamma","database","media","success"
13.32,6.67,116,3,72.65,4,"Gamma","payments","media","success"
17.17,8.89,139,1,94.55,10.82,"Beta","database","alta","success"
13.33,5.32,119,0,92.36,26,"Alpha","ui","alta","success"
17.9,7.81,126,2,80.75,10.77,"Delta","api","alta","success"
9.41,10,122,5,57.37,7.74,"Gamma","database","crítica","success"
17.4,6.63,112,2,59.76,4.33,"Beta","api","media","success"
14.37,7.86,122,5,66.98,13.2,"Delta","payments","baja","success"
7.23,8.44,120,7,82.47,19.69,"Delta","auth","baja","failed"
13.61,3.97,118,0,85.05,15.5,"Gamma","api","crítica","success"
7.05,7.59,120,2,79.03,8.79,"Beta","api","media","success"
15.79,4.99,118,1,91.1,14.44,"Gamma","api","alta","success"
9.84,7.36,97,3,86.57,4.89,"Alpha","database","alta","success"
11.06,9.27,115,3,90.65,8.26,"Beta","auth","alta","success"
9.28,9.57,129,4,87.93,6.02,"Gamma","ui","baja","success"
8.59,5.78,124,1,73.6,40.24,"Beta","database","alta","success"
18.81,4.99,143,3,81.47,40,"Gamma","database","media","success"
15.97,12.44,126,0,72.11,17.32,"Alpha","api","crítica","success"
14.7,3.2,120,1,65.36,25.56,"Gamma","ui","media","success"
12.29,5.23,136,0,89.79,10.32,"Beta","auth","baja","success"
14.95,7.19,107,1,67.93,10.64,"Alpha","ui","media","success"
14.65,7.82,101,1,84.4,2.25,"Beta","api","baja","rolled_back"
18.41,6.43,108,1,81.76,10.48,"Delta","api","media","success"
15.4,4.62,124,1,67.61,6.41,"Delta","payments","baja","success"
11.18,7.77,105,1,86.42,16.13,"Beta","ui","alta","failed"
11.14,4.79,107,2,77.47,12.2,"Alpha","auth","media","success"
10.13,6.76,111,3,78.59,2.8,"Alpha","payments","media","success"
10.55,9.06,119,5,69.8,2.99,"Beta","database","media","success"
11.05,10.58,116,0,76.4,7.54,"Beta","payments","crítica","rolled_back"
16.89,10.75,116,2,82.76,9.93,"Gamma","database","baja","success"
2.69,10.28,90,5,84.31,3.67,"Beta","payments","media","success"
9.19,7.31,128,0,69.89,28.31,"Beta","api","alta","success"
11.47,3.61,111,2,69.16,6.79,"Beta","api","media","success"
6.87,4.1,117,2,90.88,3.52,"Beta","database","alta","success"
18.48,9.71,109,1,73.9,10.03,"Beta","auth","alta","success"
11.06,2.28,116,1,79.82,14.11,"Gamma","database","baja","success"
7.53,9.85,126,1,69.67,8.88,"Delta","database","media","success"
8.43,8.05,99,2,67.03,20.12,"Gamma","auth","media","success"
15.49,12.79,119,3,83.18,17.1,"Beta","ui","media","success"
19.48,7.97,113,2,72.41,8.28,"Alpha","database","alta","success"
11.5,2.64,135,0,78.87,18.45,"Beta","database","baja","success"
12.43,10.06,122,1,89.92,7.17,"Delta","ui","baja","failed"
8.21,10.74,114,3,83.45,18.95,"Beta","database","alta","success"
17.27,6.97,130,4,74.93,14.97,"Beta","ui","baja","success"
14.89,7.26,118,1,72.54,13.99,"Beta","payments","media","success"
2.68,9.01,125,2,90.05,8.46,"Delta","database","media","rolled_back"
9.42,8.64,126,3,96.74,16.69,"Beta","api","media","failed"
11.06,7.96,112,2,82.75,7.9,"Alpha","api","media","success"
7.57,8.14,115,2,55.22,18,"Gamma","auth","alta","success"
10.91,12.96,117,4,98.91,19.38,"Alpha","database","baja","success"
7.47,10.75,128,2,64.86,1.24,"Delta","auth","alta","success"
13.44,13.12,131,3,80.11,7.06,"Gamma","database","crítica","success"
13.34,6.99,121,1,100,17.02,"Gamma","api","baja","success"
15.24,6.97,123,2,77.97,4.89,"Gamma","ui","media","success"
13.67,7.22,106,1,86.97,22.31,"Alpha","api","baja","success"
18.38,9.8,126,2,59.59,4.18,"Alpha","auth","baja","success"
10.46,12.46,140,3,84.37,10.6,"Gamma","ui","baja","success"
3.39,9.06,107,0,76.48,20.04,"Beta","payments","alta","success"
12.1,7.21,130,0,49.41,4.57,"Alpha","payments","baja","success"
14.6,8.77,103,1,80.98,10.71,"Beta","payments","media","success"
10.4,7.16,118,2,60.85,8.43,"Gamma","payments","baja","success"
17.6,7.52,127,2,76.17,14.89,"Delta","auth","media","rolled_back"
16.38,5.58,123,1,88.92,7.06,"Beta","auth","alta","rolled_back"
14.15,8.36,116,5,91.96,15.19,"Delta","database","media","success"
12.28,6.95,116,0,77.11,5.51,"Beta","database","crítica","success"
9.79,5.46,146,2,76.39,19.53,"Alpha","payments","media","success"
11.29,8.03,118,1,71.38,2.57,"Gamma","auth","crítica","failed"
13.88,9.2,135,1,69.78,18.11,"Gamma","payments","crítica","success"
15.87,7.6,107,1,67.44,36.93,"Alpha","database","baja","rolled_back"
10.82,7.37,115,0,67.38,17.77,"Alpha","api","media","success"
9.09,7.41,113,4,57.05,12.83,"Gamma","ui","media","success"
21.9,10.47,135,1,73.61,18.3,"Gamma","database","baja","success"
14.07,9.81,133,1,77.78,14.56,"Alpha","auth","media","success"
8.39,7.93,115,1,85.14,37,"Gamma","auth","baja","success"
15.72,5.73,117,3,79.05,8.58,"Delta","payments","alta","success"
12.25,8.13,142,2,90.22,23.05,"Beta","payments","alta","failed"
15.31,4.83,115,5,57.76,8.25,"Beta","payments","media","success"
12.21,10.74,115,2,82.7,8.14,"Beta","database","media","success"
11.77,8.92,107,0,73.72,3.4,"Gamma","api","alta","rolled_back"
12.36,11.72,95,4,70.56,6.29,"Gamma","api","media","success"
13.65,10.73,128,0,78.92,9.03,"Gamma","api","alta","success"
9.56,9.15,120,4,74.19,6.14,"Delta","auth","baja","success"
9.38,6.84,106,3,78.14,1.03,"Beta","auth","alta","success"
11.26,7.71,126,1,80.36,22.8,"Beta","auth","baja","success"
12.69,5.02,136,3,72.87,4.93,"Alpha","payments","alta","success"
10.73,7.5,123,1,66.58,12.47,"Gamma","api","baja","success"
13.27,10.91,136,6,84.43,16.07,"Alpha","ui","media","success"
7.59,8.42,115,1,85.14,5.21,"Delta","auth","media","success"
6.28,8.4,116,1,81.81,23.83,"Alpha","database","alta","failed"
19.57,6.91,116,1,84.17,4.2,"Beta","database","media","success"
13.59,11.31,120,2,81,3.87,"Alpha","auth","baja","failed"
10.41,9.32,117,1,65.2,24.95,"Alpha","ui","alta","success"
10.88,5.87,119,0,83.48,4.1,"Beta","api","media","success"
15.14,8.72,118,2,97.28,10.38,"Alpha","ui","alta","success"
11.16,10.77,123,2,79.64,5.9,"Delta","auth","media","success"
12.77,7.35,127,4,66.34,18.75,"Delta","payments","media","success"
10.94,8.1,138,1,65.06,19.7,"Beta","ui","media","failed"
9.99,7.13,91,3,68.02,5.71,"Alpha","payments","crítica","success"
14.41,11.21,125,4,87.46,4.15,"Beta","auth","alta","success"
12.57,8.3,130,1,72.78,19.25,"Beta","auth","media","success"
17.21,14.57,99,4,72.17,13.6,"Delta","payments","media","success"
7.5,3.06,143,1,88.3,8.42,"Alpha","payments","media","failed"
11.46,7.89,123,2,75.03,11.22,"Alpha","payments","crítica","success"
11.16,10.23,138,2,86.22,4.62,"Alpha","database","media","failed"
7.7,7.36,111,3,67.99,19.14,"Alpha","database","baja","success"
15.99,13.17,130,2,72.15,4.78,"Alpha","database","media","success"
11.57,7.97,110,1,100,14.15,"Gamma","database","baja","failed"
6.46,5.41,96,2,62.48,12.44,"Delta","database","baja","failed"
9.63,6.9,128,3,88.89,16.42,"Gamma","payments","alta","success"
7.58,7.43,119,0,76.26,23.44,"Gamma","auth","media","failed"
16.16,8.27,127,1,83.65,4.84,"Gamma","payments","baja","success"
22.17,8.4,118,0,98.69,9.71,"Beta","payments","crítica","failed"
9.31,11.72,110,3,80.76,4.01,"Alpha","auth","alta","success"
11.63,6.28,124,2,74.75,17.28,"Alpha","payments","baja","success"
13.12,6.84,127,1,68.16,20.45,"Alpha","ui","alta","success"
22.84,7.97,108,2,72.31,5.45,"Delta","payments","baja","success"
2.68,5.12,137,0,79.81,10.51,"Gamma","payments","baja","success"
9.94,8.52,119,3,76.8,4.29,"Gamma","database","alta","failed"
7.19,8.71,125,2,61.69,13.04,"Beta","database","media","success"
11.09,5,103,1,84.52,20.06,"Delta","payments","baja","success"
10.9,4.88,115,2,78.1,13.03,"Delta","payments","alta","success"
9.08,7.83,121,3,77.85,7.9,"Delta","database","alta","success"
19.34,6.3,113,3,93.55,10.11,"Alpha","api","alta","failed"
13.03,9.8,119,2,71.87,14.65,"Beta","api","media","success"
21.57,6.59,128,3,87.11,3.04,"Delta","ui","media","success"
15.29,7.8,112,2,86.69,23.61,"Alpha","database","alta","success"
6.94,9.11,113,4,89.04,8.63,"Gamma","api","alta","success"
8.99,6.07,107,3,88.58,24.4,"Delta","auth","baja","success"
13.09,10.3,120,2,71.93,6.52,"Gamma","auth","crítica","success"
9.69,8.76,117,2,80.61,12.56,"Delta","ui","alta","success"
13.42,13.64,109,3,80.67,2.17,"Gamma","api","alta","success"
14.93,7.21,122,1,90.31,6.8,"Gamma","payments","baja","rolled_back"
13.68,3.07,119,1,75.29,30.52,"Gamma","api","baja","success"
11.46,10.93,136,1,68.03,18.01,"Delta","database","media","success"
9.43,8.02,119,2,89.39,9.79,"Alpha","api","media","success"
6.84,12.01,111,1,85.11,8.71,"Beta","payments","alta","success"
13.36,5.58,103,2,80.5,19.42,"Beta","database","media","success"
15.69,14.6,116,1,69.57,17.3,"Delta","auth","crítica","success"
11.68,11.54,145,2,84.61,14.46,"Alpha","auth","baja","success"
15.01,7.49,146,0,69.57,8.69,"Delta","ui","alta","success"
20.91,10.79,109,1,93.06,7.11,"Beta","ui","baja","success"
19.74,7.8,123,0,94.52,10.83,"Delta","payments","baja","success"
10.02,12.97,99,0,89.12,19.94,"Beta","database","media","failed"
14.19,6.51,101,6,82.27,6.12,"Delta","database","baja","success"
9.19,8.43,117,3,78.77,4.95,"Gamma","auth","alta","success"
14.76,5.42,136,3,70.49,31.99,"Beta","ui","alta","failed"
11.77,7.77,91,3,70.23,21.51,"Delta","ui","crítica","success"
13.11,5.74,119,2,76.93,15.69,"Gamma","auth","media","success"
8.56,12.35,137,2,99.36,24.39,"Beta","ui","alta","success"
16.82,7.19,128,0,94.23,15.05,"Beta","api","media","success"
11.66,6.51,118,3,96.28,8.13,"Beta","database","baja","success"
10.22,10.81,132,3,79.78,8.82,"Delta","api","crítica","success"
11.69,3.67,120,7,76.19,12.28,"Delta","api","crítica","success"
12.31,10.64,123,3,76.04,4.81,"Alpha","api","media","failed"
18.55,6.22,117,6,72.34,30.08,"Gamma","ui","alta","success"
7.56,8.48,125,1,93.31,11.59,"Beta","ui","media","failed"
21.84,4.66,108,2,73.07,10.47,"Beta","database","media","success"
8.91,9.55,120,1,79.17,6.63,"Delta","ui","alta","success"
12.7,10.42,121,1,82.88,22.04,"Alpha","ui","alta","success"
3.77,8.87,124,1,82.84,4.13,"Alpha","auth","alta","success"
9.38,6.34,122,2,81.52,6.57,"Beta","auth","media","success"
14.93,9.48,144,2,69.58,10.91,"Beta","auth","alta","failed"
14.02,7.43,120,0,78.42,7,"Delta","auth","media","success"
13.64,8.46,127,4,65.99,2.4,"Delta","api","baja","success"
10.13,6.91,120,2,73.94,1.44,"Delta","api","baja","success"
4.63,14.09,140,3,99.5,8.88,"Alpha","payments","alta","success"
7.71,3.6,128,2,75.25,16.73,"Delta","database","baja","success"
11.08,9.58,132,2,67.44,15.98,"Gamma","payments","alta","success"
14.49,12.78,97,0,76.06,14.74,"Alpha","database","baja","success"
15.35,5.89,107,2,65.24,4.53,"Gamma","auth","media","failed"
10.79,3.73,130,2,89.51,15.25,"Delta","database","media","rolled_back"
11.39,4.95,118,0,81.55,9.29,"Beta","ui","baja","success"
11.35,8.28,127,3,65.07,13.15,"Alpha","auth","crítica","success"
12.23,11.54,124,1,80.74,15.88,"Alpha","auth","baja","success"
18.15,9.7,98,2,75.25,8.14,"Delta","payments","media","rolled_back"
9.09,8.41,111,3,84.1,7.9,"Alpha","database","alta","success"
11.18,5.47,128,1,80.97,13.59,"Alpha","api","alta","success"
